,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
10,HLCC/4,170,512,37,macdh,232,6,6,3,0.08,115,653,315,136,857,372,32,218,320,86,493,20,115,600,871,567,471,463,921,630,448,409,831,454,874,374,291,528,786,716,27,55,45,15,451,7,37,47,17,192,7,8,0.35,0.34,1.2,1.06,1.02,1.07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
11,high,168,407,41,macdh,247,9,6,1,0.06,85,601,124,203,698,244,79,594,4,154,298,50,373,753,832,525,434,371,831,526,380,301,216,250,847,391,373,229,713,787,16,32,16,2,368,2,45,25,16,167,2,16,0.22,0.02,1.13,1.0,1.02,1.18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
12,HLCC/4,144,383,36,macdh,277,7,6,11,0.28,179,42,159,124,465,200,285,646,339,232,759,143,336,180,957,569,364,256,767,508,470,415,464,247,222,540,385,33,381,787,21,42,32,6,198,13,21,36,15,932,23,13,0.22,0.27,1.03,1.13,1.08,1.02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
13,HLC/3,174,436,30,macd,185,6,6,20,0.11,278,510,301,190,13,266,57,501,225,200,645,366,246,402,763,737,307,280,839,530,464,428,606,499,522,819,770,491,194,461,26,60,8,9,837,6,24,24,12,946,12,2,0.22,0.24,1.08,1.0,1.11,1.08,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
14,low,159,510,35,macdh,352,9,6,8,0.31,120,721,344,333,124,97,219,267,371,121,348,255,201,694,624,567,483,422,921,567,363,263,962,408,220,355,717,130,75,877,15,41,53,10,145,10,33,103,10,395,8,1,0.28,0.4,1.17,1.18,1.05,1.17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
15,low,205,445,33,macds,371,7,6,3,0.31,180,138,47,322,402,47,149,187,146,105,440,314,187,23,867,688,443,360,933,760,385,317,224,317,4,531,768,305,564,604,12,16,32,13,201,9,45,35,2,666,12,10,0.21,0.13,1.06,1.01,1.01,1.17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
16,HLCC/4,165,380,37,macds,54,8,6,14,0.1,263,733,15,166,363,274,27,269,10,54,214,311,144,52,877,548,486,261,564,542,389,298,313,733,90,626,320,778,509,627,20,41,81,19,948,3,36,96,8,698,10,2,0.01,0.32,1.11,1.11,1.04,1.01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
17,open,208,498,33,macdh,37,9,6,3,0.37,145,923,260,131,772,155,288,776,258,283,919,65,276,543,977,507,383,254,988,912,460,292,674,475,596,321,135,890,202,693,13,59,47,9,488,11,47,50,16,326,13,17,0.1,0.15,1.08,1.09,1.12,1.12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
18,high,157,478,28,macdh,340,7,6,5,0.32,257,21,195,202,509,354,194,137,45,42,958,221,210,610,894,843,399,299,883,723,339,280,647,828,698,405,757,628,263,621,6,39,61,1,626,14,28,104,18,783,8,24,0.4,0.28,1.15,1.04,1.06,1.06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
19,OHLC/4,189,381,30,macds,134,6,6,6,0.08,260,501,364,330,441,237,139,171,9,10,804,172,349,579,702,533,404,394,966,902,405,388,352,722,926,421,245,31,251,22,23,25,81,19,749,17,32,97,12,931,13,7,0.28,0.08,1.08,1.13,1.04,1.03,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
20,close,210,456,40,macd,385,7,6,9,0.37,240,567,62,365,748,299,92,43,369,256,129,227,200,867,985,619,395,277,942,940,411,268,796,656,672,78,917,149,50,787,28,60,98,11,230,5,32,103,9,527,4,25,0.23,0.14,1.2,1.05,1.19,1.12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
21,HLCC/4,174,431,34,macds,44,7,6,1,0.04,238,450,347,331,495,295,210,13,246,309,333,53,264,292,899,679,482,398,778,653,389,262,371,346,473,742,354,444,761,747,2,9,90,13,996,15,21,44,16,847,15,25,0.22,0.03,1.02,1.18,1.13,1.05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
22,low,181,457,35,macds,248,9,6,15,0.31,292,78,195,79,378,154,93,261,344,226,545,380,386,12,910,626,362,253,936,509,408,316,653,975,623,500,934,58,548,478,22,23,27,17,718,2,40,88,4,152,7,11,0.27,0.27,1.18,1.06,1.12,1.14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
23,HLCC/4,204,525,39,macds,126,8,6,3,0.34,275,972,269,374,216,142,30,684,396,48,935,280,98,880,759,661,456,340,697,681,481,431,679,546,683,287,239,94,899,481,7,25,32,5,306,18,47,67,1,161,11,19,0.17,0.24,1.06,1.16,1.16,1.01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
24,open,159,487,41,macds,89,7,6,7,0.03,136,715,289,120,123,257,321,511,268,175,70,51,314,900,788,656,426,295,742,730,427,316,321,301,297,681,994,204,789,495,8,18,69,17,891,17,24,40,2,115,14,1,0.38,0.13,1.1,1.18,1.01,1.13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
25,HLCC/4,167,529,38,macds,36,6,6,8,0.36,72,74,147,111,172,225,168,732,59,287,4,307,83,66,992,811,475,326,972,667,474,375,869,966,980,321,396,428,89,727,11,29,73,18,295,3,19,19,1,137,16,12,0.36,0.07,1.1,1.12,1.1,1.06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
26,close,188,460,33,macdh,236,8,6,12,0.17,298,222,183,49,537,244,348,28,166,72,757,46,204,104,883,571,360,303,924,731,382,270,34,807,891,867,80,637,756,644,7,36,76,12,723,10,37,49,8,355,7,1,0.2,0.36,1.02,1.15,1.0,1.18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
27,high,214,466,29,macdh,233,8,6,1,0.39,289,560,306,169,68,229,21,901,107,378,490,273,165,490,584,571,450,331,786,567,448,259,154,191,290,488,266,312,146,882,23,31,92,9,99,16,21,101,17,970,18,20,0.3,0.33,1.1,1.06,1.19,1.14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
28,OHLC/4,153,441,34,macds,61,8,6,5,0.02,132,218,159,331,197,98,366,131,218,174,879,182,293,698,556,547,426,313,986,840,337,332,990,150,208,905,342,184,463,568,23,24,74,1,527,8,31,75,7,774,18,14,0.07,0.12,1.08,1.09,1.15,1.07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
29,close,188,398,39,macdh,83,8,6,15,0.37,169,520,351,382,856,231,71,663,112,287,277,236,62,325,675,528,499,410,933,902,439,335,178,144,581,366,592,63,628,224,17,44,91,1,308,16,38,65,18,855,14,6,0.17,0.27,1.04,1.0,1.16,1.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
30,low,174,427,37,macd,307,7,6,3,0.33,182,952,15,375,485,135,78,480,10,57,109,334,281,443,650,648,327,311,915,615,475,255,476,775,293,677,836,69,696,332,2,39,15,17,968,10,28,9,3,242,14,18,0.37,0.21,1.19,1.17,1.2,1.17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
31,open,155,471,40,macds,112,8,6,10,0.16,46,55,137,365,111,17,343,578,232,64,981,44,127,230,829,631,399,305,953,914,483,288,183,234,789,510,803,253,657,468,7,10,86,19,957,6,52,30,1,714,9,16,0.35,0.07,1.2,1.09,1.12,1.2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
32,HLCC/4,202,382,41,macd,179,9,6,17,0.1,237,520,361,372,170,277,137,77,152,3,618,97,196,483,664,630,480,454,733,708,370,363,338,321,48,662,505,538,482,263,25,45,34,9,793,12,43,74,10,350,3,18,0.08,0.4,1.2,1.19,1.06,1.06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
33,HLC/3,157,385,42,macdh,228,7,6,6,0.04,211,137,185,190,701,87,352,230,367,14,967,164,294,301,705,649,398,338,897,589,270,264,301,664,239,124,9,372,229,305,7,43,29,12,252,12,44,78,1,924,14,13,0.14,0.2,1.1,1.11,1.05,1.01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
34,low,161,466,32,macd,362,6,6,4,0.28,172,773,42,301,809,121,104,600,4,314,844,380,272,895,730,636,483,281,866,842,425,350,955,520,872,618,226,897,789,662,3,11,9,14,467,7,47,91,19,75,14,20,0.2,0.21,1.12,1.12,1.01,1.09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
35,OHLC/4,178,536,29,macds,78,7,6,9,0.22,173,155,140,270,617,58,310,439,251,95,449,180,154,186,976,659,477,458,976,837,328,310,587,34,668,884,368,119,828,405,14,17,63,15,201,5,37,38,2,257,15,8,0.4,0.4,1.07,1.03,1.04,1.17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
36,high,143,518,29,macds,135,9,6,4,0.4,257,744,182,74,531,364,378,345,279,201,261,235,297,822,841,657,424,388,800,711,329,298,724,996,142,692,357,799,164,41,13,32,10,18,16,12,27,47,10,411,23,1,0.37,0.18,1.06,1.17,1.14,1.2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
37,close,201,527,32,macds,106,6,6,8,0.04,123,867,235,105,727,218,359,791,308,201,520,216,158,784,746,537,457,407,917,639,460,364,192,294,875,629,928,675,599,992,2,15,96,5,409,2,27,30,8,199,24,15,0.35,0.16,1.19,1.16,1.2,1.07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
38,OHLC/4,158,419,35,macdh,359,8,6,5,0.31,238,41,99,108,68,368,212,368,69,379,691,241,385,251,989,533,426,410,689,512,499,362,258,41,255,118,368,177,663,814,15,47,36,18,710,11,47,92,18,579,14,13,0.06,0.33,1.12,1.08,1.11,1.13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
39,HLC/3,195,401,39,macds,65,6,6,7,0.39,141,205,354,58,650,293,284,64,318,351,24,44,274,350,860,741,477,318,898,753,430,251,958,584,440,281,410,373,402,91,4,16,31,12,246,15,22,87,8,461,19,7,0.04,0.08,1.12,1.19,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
